date,MU,SK Hynix,Samsung,SNDK,NVDA,AMD,AVGO,MRVL,CRDO,INTC,QCOM,CBRS,AMAT,LRCX,KLAC,LITE,COHR,AAOI,VRT,BE,ENPH,CRWD,DDOG,PANW,WDAY,TEAM,NOW,HUBS,SHOP,ADBE,MDB,U,CDNS,AMZN,GOOG,TSLA,DELL,UBER,IONQ,NKE,LULU,AS
2025-08-01,104.72804260253906,256926.375,68121.1328125,41.33000183105469,173.4889373779297,171.6999969482422,286.9939880371094,74.31004333496094,107.55999755859375,19.309999465942383,145.13107299804688,,178.67926025390625,95.90708923339844,880.962158203125,106.68000030517578,102.79000091552734,21.530000686645508,141.46363830566406,36.720001220703125,31.43000030517578,446.6600036621094,135.60000610351562,172.8800048828125,222.22000122070312,182.9600067138672,182.87399291992188,498.510009765625,118.5999984741211,347.79998779296875,220.97000122070312,31.829999923706055,356.9700012207031,214.75,189.40911865234375,302.6300048828125,125.92571258544922,86.91000366210938,38.119998931884766,72.62704467773438,193.3300018310547,36.5099983215332
2025-08-04,107.61384582519531,256926.375,68912.0859375,42.5099983215332,179.7605743408203,176.77999877929688,296.0221862792969,76.38613891601562,114.69999694824219,19.5,144.46510314941406,,181.4886474609375,97.93728637695312,909.7564697265625,111.12999725341797,106.73999786376953,22.190000534057617,140.0748748779297,36.099998474121094,31.690000534057617,454.8599853515625,139.1300048828125,171.0,225.1199951171875,185.69000244140625,184.60000610351562,502.20001220703125,125.20999908447266,338.8500061035156,226.55999755859375,34.0099983215332,364.8800048828125,211.64999389648438,195.19261169433594,309.260009765625,128.8038330078125,88.43000030517578,39.86000061035156,72.82170104980469,196.4499969482422,38.709999084472656
2025-08-05,108.9019775390625,262403.46875,69109.828125,41.93000030517578,178.0228729248047,174.30999755859375,291.259521484375,76.48594665527344,110.29000091552734,20.190000534057617,143.68162536621094,,177.84535217285156,96.21559143066406,877.7527465820312,108.1500015258789,105.5999984741211,21.415000915527344,138.6361541748047,37.61000061035156,31.90999984741211,441.75,132.94000244140625,169.08999633789062,224.97999572753906,185.44000244140625,181.0240020751953,492.1600036621094,127.0,338.739990234375,228.25,33.939998626708984,360.5,213.75,194.7638397216797,308.7200012207031,129.0511016845703,89.38999938964844,42.02000045776367,72.39344787597656,195.07000732421875,37.970001220703125
2025-08-06,108.62238311767578,257424.28125,68022.2578125,42.099998474121094,179.1813507080078,163.1199951171875,299.94970703125,75.17840576171875,117.33999633789062,20.40999984741211,142.82957458496094,,176.8427276611328,95.4791488647461,882.5916137695312,110.01000213623047,107.1500015258789,23.229999542236328,139.62527465820312,38.86000061035156,30.110000610351562,451.69000244140625,136.9600067138672,172.88999938964844,229.0800018310547,185.5,182.46200561523438,492.6199951171875,154.89999389648438,345.6199951171875,235.82000732421875,31.920000076293945,360.1600036621094,222.30999755859375,196.35926818847656,319.9100036621094,126.73674011230469,89.22000122070312,41.22999954223633,73.46407318115234,196.50999450683594,38.97999954223633
2025-08-07,111.70791625976562,260909.75,69703.046875,40.689998626708984,180.52957153320312,172.39999389648438,302.02777099609375,75.7074203491211,119.77999877929688,19.770000457763672,142.88833618164062,,181.81622314453125,98.6737289428711,906.2192993164062,111.12999725341797,113.81999969482422,22.329999923706055,139.26559448242188,36.79999923706055,31.790000915527344,425.0,136.3800048828125,168.10000610351562,220.97999572753906,171.0,174.82400512695312,461.8699951171875,151.07000732421875,338.2699890136719,227.86000061035156,33.56999969482422,354.3299865722656,223.1300048828125,196.71826171875,322.2699890136719,132.46331787109375,92.66999816894531,40.4900016784668,72.3642578125,191.13999938964844,37.83000183105469
2025-08-08,118.71773529052734,255432.625,70988.34375,44.34000015258789,182.4569854736328,172.75999450683594,303.23089599609375,77.1946029663086,120.41000366210938,19.950000762939453,144.51406860351562,,183.52371215820312,101.26124572753906,908.9417724609375,116.2699966430664,115.44000244140625,21.59000015258789,139.80511474609375,36.79999923706055,32.439998626708984,424.489990234375,130.91000366210938,167.05999755859375,222.07000732421875,168.05999755859375,174.5019989013672,449.7200012207031,149.61000061035156,341.04998779296875,209.17999267578125,33.25,352.05999755859375,222.69000244140625,201.51455688476562,329.6499938964844,136.10302734375,89.55999755859375,41.849998474121094,72.20852661132812,189.42999267578125,37.20000076293945
2025-08-11,123.54074096679688,265888.9375,70197.390625,43.369998931884766,181.81784057617188,172.27999877929688,302.1669616699219,77.13472747802734,118.56999969482422,20.649999618530273,144.91561889648438,,183.03729248046875,101.51004028320312,904.351318359375,115.02999877929688,113.5999984741211,20.860000610351562,139.70521545410156,37.650001525878906,32.56999969482422,426.42999267578125,128.8300018310547,168.1699981689453,213.69000244140625,159.27999877929688,171.2740020751953,420.7900085449219,147.5,333.6499938964844,201.0,33.189998626708984,349.0899963378906,221.3000030517578,201.0558624267578,339.0299987792969,136.80526733398438,90.58000183105469,44.939998626708984,72.04306030273438,186.44000244140625,36.66999816894531
2025-08-12,127.56490325927734,267880.59375,70296.265625,46.83000183105469,182.9163818359375,174.9499969482422,311.0460510253906,77.66372680664062,125.37999725341797,21.809999465942383,150.5567169189453,,187.07763671875,104.77428436279297,929.5391235351562,119.66000366210938,116.55999755859375,22.790000915527344,143.59173583984375,41.25,33.560001373291016,435.79998779296875,128.9600067138672,175.39999389648438,214.60000610351562,158.0,170.68600463867188,423.7799987792969,149.3000030517578,338.42999267578125,207.82000732421875,37.290000915527344,353.6099853515625,221.47000122070312,203.5786590576172,340.8399963378906,140.08889770507812,91.7300033569336,43.0,72.89956665039062,192.92999267578125,37.459999084472656
2025-08-13,124.08993530273438,276843.15625,71087.2109375,47.0099983215332,181.3484649658203,184.4199981689453,307.327392578125,79.1708984375,121.12999725341797,22.219999313354492,153.357666015625,,188.64613342285156,106.2272720336914,943.399658203125,120.2300033569336,114.01000213623047,23.020000457763672,137.27735900878906,44.08000183105469,34.220001220703125,432.1199951171875,128.7100067138672,176.86000061035156,223.07000732421875,163.99000549316406,172.66000366210938,437.75,150.08999633789062,351.07000732421875,207.42999267578125,37.939998626708984,349.1199951171875,224.55999755859375,202.45187377929688,339.3800048828125,137.61627197265625,90.83000183105469,41.209999084472656,75.13813018798828,200.49000549316406,39.08000183105469
2025-08-14,125.10846710205078,275349.40625,70790.6015625,46.68000030517578,181.77789306640625,180.9499969482422,309.4551696777344,78.89141845703125,117.33000183105469,23.860000610351562,154.8267059326172,,186.86917114257812,106.86419677734375,949.2916870117188,114.62000274658203,91.6500015258789,21.010000228881836,132.4017333984375,45.11000061035156,32.220001220703125,424.8599853515625,124.5199966430664,173.5500030517578,221.9199981689453,164.38999938964844,170.1719970703125,429.8999938964844,144.27000427246094,348.5799865722656,204.3699951171875,38.41999816894531,348.9200134277344,230.97999572753906,203.23965454101562,335.5799865722656,137.33935546875,91.4000015258789,41.029998779296875,74.34976196289062,195.19000244140625,37.91999816894531
